"ensembl_gene_id","phylostratum","Description"
"ENSMUSG00000049287",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000008348",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019845",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042558",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026917",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019843",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032333",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026602",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000017692",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029480",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000012428",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032334",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032607",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000036285",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026596",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020444",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029482",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024078",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000045672",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039615",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040537",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048076",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000055882",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026594",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020620",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000049291",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019841",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025735",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025733",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000000826",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029250",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000007815",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000063856",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029416",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000089917",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000036819",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000049971",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000033488",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032423",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026817",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000000823",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038528",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032691",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041828",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020867",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038522",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000073530",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000075241",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019838",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000002455",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000001555",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040782",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032034",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032338",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041248",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032340",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000015829",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040584",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032036",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032609",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048550",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000059540",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026725",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028970",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000073434",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020788",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042476",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028837",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042155",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000058267",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000003623",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029430",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000079427",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000075232",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000009566",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038481",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057499",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019834",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000063428",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000045555",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028830",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000003341",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038446",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041797",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026715",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000074148",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026709",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000091415",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035772",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000066592",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025236",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000074147",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051730",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000036315",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029436",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024337",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057244",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025235",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025716",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000034211",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000001558",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029245",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000089929",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032042",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000003974",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026829",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048732",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000009555",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000066442",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000003346",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035370",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026705",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027589",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039048",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000043648",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020917",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000034057",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000044835",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038628",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029432",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000060187",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026701",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000034024",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000003345",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000074422",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025232",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029446",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000073212",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000062038",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029447",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026787",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000092299",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032615",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028820",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039096",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000044749",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000047606",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032356",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032604",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000050471",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000049892",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025538",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028364",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000078451",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025731",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025537",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020190",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000037321",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061062",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024076",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024077",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032297",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000076435",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000018800",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035898",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026694",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020785",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032359",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040118",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025534",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032044",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039084",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039021",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020869",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028370",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026818",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000071192",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025730",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025533",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061184",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061259",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026692",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000006784",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024338",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000072845",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042064",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000079451",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026784",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028864",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038119",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040181",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000062867",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038302",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000059179",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028804",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020183",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040170",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024079",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024339",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024462",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048764",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026691",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020623",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035861",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032101",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024414",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000054537",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000034118",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020868",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040003",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000056598",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038045",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000070283",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051675",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019802",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039005",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025337",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000053746",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000036983",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000023802",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000014195",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032103",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000070880",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042709",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000005947",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000056310",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032294",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000066357",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000060371",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000006675",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024082",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028794",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024070",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020537",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029260",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035836",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000034040",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035811",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000070704",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051497",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032601",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000054630",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057425",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028789",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041695",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035780",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061906",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051705",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029268",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024084",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000047221",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041654",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000008305",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026579",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048520",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000023473",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032113",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028792",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000015944",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039883",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000052681",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000054284",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000023259",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038240",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026575",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000044968",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061979",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000071320",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019863",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029017",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000090113",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020698",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000036368",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019864",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026792",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024087",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029269",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026807",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019866",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029273",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026781",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026571",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029272",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028785",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025651",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029014",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000071318",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035473",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019849",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026567",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032369",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000037326",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041997",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000037098",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000017830",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032372",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000063804",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038822",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028932",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025650",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026806",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020697",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000059343",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029015",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000074139",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032377",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000043003",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028630",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000056073",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032116",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024097",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038900",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000046196",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000002812",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032374",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026779",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035051",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000036775",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051067",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035215",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038774",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029286",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019913",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000045257",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041975",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028811",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000059406",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026791",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000002814",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029004",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000005951",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000043535",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024241",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000062604",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057236",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000086056",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057572",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057541",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020534",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051081",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000005952",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026775",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000033966",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026560",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024242",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031129",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029366",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024177",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000019893",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026558",1,"Life before LCA of Cellular organisms  -  cellular organisms"
